Company,Company_norm,Best_HDP2_topic0,Best_HDP2_topic1,Best_HDP2_topic2,Best_HDP2_topic3,Best_HDP2_topic4,Best_HDP2_topic5,Best_HDP2_topic6,Best_HDP2_topic7,Best_HDP2_topic8,Best_HDP2_topic9,Best_HDP2_topic10,Best_HDP2_topic11,Best_HDP2_topic12,Best_HDP2_topic13,Best_HDP2_topic14,Best_HDP2_topic15,Best_HDP2_topic16,Best_HDP2_topic17,Best_HDP2_topic18,Best_HDP2_topic19,Best_HDP2_topic20,Best_HDP2_topic21,Best_HDP2_topic22,Best_HDP2_topic23,Best_HDP2_topic24,Best_HDP2_topic25,Best_HDP2_topic26,Best_HDP2_topic27,Best_HDP2_topic28,Best_HDP2_topic29,Best_HDP2_topic30,Best_HDP2_topic31,Best_HDP2_topic32,Best_HDP2_topic33,Best_HDP2_topic34,Best_HDP2_topic35,Best_HDP2_topic36,Best_HDP2_topic37,Best_HDP2_topic38,Best_HDP2_topic39,Best_HDP2_topic40,Best_HDP2_topic41,Best_HDP2_topic42,Best_HDP2_topic43,Best_HDP2_topic44,Best_HDP2_topic45,Best_HDP2_topic46,Best_HDP2_topic47,Best_HDP2_topic48,Best_HDP2_topic49,Best_HDP2_topic50,Best_HDP2_topic51,Best_HDP2_topic52,Best_HDP2_topic53,Best_HDP2_topic54,Best_HDP2_topic55,Best_HDP2_topic56,Best_HDP2_topic57,Best_HDP2_topic58,Best_HDP2_topic59,Best_HDP2_topic60,Best_HDP2_topic61,Best_HDP2_topic62,Best_HDP2_topic63,Best_HDP2_topic64,Best_HDP2_topic65,Best_HDP2_topic66,Best_HDP2_topic67,Best_HDP2_topic68,Best_HDP2_topic69,Best_HDP2_topic70,Best_HDP2_topic71,Best_HDP2_topic72,Best_HDP2_topic73,Best_HDP2_topic74,Best_HDP2_topic75,Best_HDP2_topic76,Best_HDP2_topic77,Best_HDP2_topic78,Best_HDP2_topic79,Best_HDP2_topic80,Best_HDP2_topic81,Best_HDP2_topic82,Best_HDP2_topic83,Best_HDP2_topic84,Best_HDP2_topic85,Best_HDP2_topic86,Best_HDP2_topic87,Best_HDP2_topic88,Best_HDP2_topic89,Best_HDP2_topic90,Best_HDP2_topic91,Best_HDP2_topic92,Best_HDP2_topic93,Best_HDP2_topic94,Best_HDP2_topic95,Best_HDP2_topic96,Best_HDP2_topic97,Best_HDP2_topic98,Best_HDP2_topic99
ABM Industries,abm industries,0.9873469715464774,0.0031815158026672536,0.001252592126753717,0.0007588919833195658,0.000433025412451204,0.00030481077838448553,0.00023846613828527345,0.00033260289175163395,0.00018793689414639187,0.00017966616289636337,0.0002425309203056838,0.0001583616882918706,0.00027220745453111024,0.00011867213886245583,0.00023325647503410056,0.0001787790888804473,0.00019264446546427678,0.00022970242720375976,0.00019496686888733145,0.00011179561953941064,8.91440380610689e-05,0.00013910242850636144,0.0001216446913246208,9.556401468512463e-05,9.678413215274701e-05,7.917788542670249e-05,6.83876532461534e-05,0.00013163281829347268,8.00426966258666e-05,0.00010584984527073894,0.00014910312480127152,5.951841952373786e-05,3.4156591331066025e-05,0.0001008456942216705,4.8018754165184255e-05,7.650239348146908e-05,0.0001328811294716651,5.4635305454833656e-05,6.401038026187503e-05,4.6159103471028176e-05,0.00014292571546738,4.593975462044491e-05,6.272058619984295e-05,7.7000000918012e-05,4.3674102551322464e-05,8.274590053346129e-05,4.7432164825419185e-05,4.994901779577157e-05,3.9406177049475777e-05,4.740708795828271e-05,2.2656540111240493e-05,4.896064537940954e-05,5.13947303716641e-05,3.1225797145799294e-05,4.595088324738681e-05,6.527662925129503e-05,9.259949293472101e-05,8.333905115382828e-05,0.00010054229034155879,3.114493886091082e-05,1.835143748521331e-05,3.219475755343706e-05,2.1157405237657498e-05,4.696367068234989e-05,4.098294214635728e-05,4.7596832780465826e-05,2.3037461817645716e-05,2.7442438378437296e-05,3.265175260735391e-05,2.7208937363055788e-05,2.1284437530559558e-05,2.952616888413928e-05,3.315301200717068e-05,3.0268881604013468e-05,2.359645250858988e-05,2.0977388318192657e-05,1.8763815713479954e-05,2.1302183100734634e-05,1.1575134226025833e-05,1.4173198944563078e-05,2.069930424421764e-05,1.4766164661567918e-05,4.0480925960005407e-05,2.6832585344231015e-05,3.174107711343819e-05,1.172420052195053e-05,2.58492630911166e-05,1.4052517474248366e-05,1.587095728274136e-05,2.153600122245715e-05,2.693093072933168e-05,1.4020369206417663e-05,7.16569179758494e-06,8.076554187897399e-06,7.50290273366076e-06,1.1345377073186356e-05,1.0683432837915692e-05,4.929995172413727e-06,4.831139632425701e-06,3.902810196358954e-06
Acadian Asset Management,acadian asset management,0.1899801184562916,0.00454283004251885,0.7937103954990586,0.0010864712566948985,0.0006199428566747341,0.0004363837762482844,0.00034140116200552924,0.00047617248531348175,0.0002690607333462684,0.00025721990227608397,0.0003472205261930231,0.00022671925158332149,0.00038970707519201417,0.00016989752254408837,0.0003339427232502531,0.0002559499186130099,0.00027580034983734094,0.0003288545540542976,0.00027912522955811695,0.0001600527214988656,0.00012762347895073665,0.000199146642250111,0.00017415319117697198,0.00013681466850603928,0.0001385614553841461,0.00011335538992743534,9.790750356823225e-05,0.0001884527398589971,0.00011459350092479977,0.00015154042596314153,0.00021346418586656475,8.520982363470231e-05,4.890044370418717e-05,0.00014437620971303645,6.87462739487158e-05,0.00010952500937274873,0.00019023989039468258,7.821889054324965e-05,9.164076023102807e-05,6.6083896336219e-05,0.00020462026890653317,6.576986452854944e-05,8.979422053070881e-05,0.00011023741138621666,6.252623314901449e-05,0.00011846355543998922,6.790648057739747e-05,7.150974490185872e-05,5.641603764637078e-05,6.787057916329561e-05,3.2436341598106314e-05,7.009473691008867e-05,7.357950607166166e-05,4.4704558503697463e-05,6.578579687935116e-05,9.345359151803941e-05,0.00013257049707920252,0.00011931274229936352,0.00014394184012927943,4.45887973620226e-05,2.6272921291779734e-05,4.6091775202401867e-05,3.0290098145998323e-05,6.723575874667237e-05,5.867342077068311e-05,6.814222822527e-05,3.298168994036989e-05,3.92880952324383e-05,4.6746034308369143e-05,3.895380241185615e-05,3.0471964522167454e-05,4.227127775499001e-05,4.746366467213559e-05,4.3334585893514906e-05,3.378197157704533e-05,3.0032376081440746e-05,2.6863304510665066e-05,3.0497370050691485e-05,1.6571595043015103e-05,2.0291126546532387e-05,2.9634255716541273e-05,2.114004868814362e-05,5.795470694993475e-05,3.841499628418616e-05,4.5442261478950264e-05,1.67850065026483e-05,3.70072183822454e-05,2.0118352355218526e-05,2.2721730210542977e-05,3.083211685804961e-05,3.855579291465402e-05,2.007232713724507e-05,1.0258796170643003e-05,1.1562836571162257e-05,1.0741565784161613e-05,1.624266214074852e-05,1.529498658090061e-05,7.058050642520245e-06,6.9165236464222825e-06,5.587476468168475e-06
Accenture,accenture,0.982717544751746,0.004343111878559458,0.0017112070930621868,0.0010367471717202435,0.0005915701858886709,0.000416411978708293,0.0003257763948656692,0.0004543796942235935,0.00025674674097342663,0.0002454478243686975,0.0003313294265960692,0.00021634308446279082,0.0003718715111099782,0.0001621218922216951,0.00031865930342184776,0.00024423596352773214,0.00026317790819717276,0.0003138040023813139,0.0002663506195096751,0.00015272765415337092,0.00012178258746557001,0.00019003237944689125,0.00016618279341142588,0.0001305531276133068,0.0001322199700118663,0.00010816750022823294,9.342661095640843e-05,0.00017982790050617215,0.00010934894710672479,0.00014460493736070102,0.0002036946579092731,8.131006053928789e-05,4.6662437127333796e-05,0.00013776860286117325,6.559999138813003e-05,0.00010451242313142694,0.00018153325925532733,7.463907861906914e-05,8.74466750945915e-05,6.305946172128543e-05,0.00019525549687418622,6.275980207872661e-05,8.568464522037392e-05,0.00010519222093375213,5.9664620647911974e-05,0.00011304188242213419,6.479863249604829e-05,6.823698769810838e-05,5.3834067960034904e-05,6.476437416726002e-05,3.0951840838465785e-05,6.688673979749492e-05,7.021202295624973e-05,4.265858328613447e-05,6.277500526015525e-05,8.91765392746457e-05,0.00012650319744170307,0.00011385220489435172,0.0001373541128922335,4.2548120137213606e-05,2.507049926469454e-05,4.398231180640839e-05,2.890382363130565e-05,6.4158607316615e-05,5.598813835554563e-05,6.502359077788545e-05,3.147223044652963e-05,3.749001307076847e-05,4.460662770386454e-05,3.717101969277591e-05,2.90773666035311e-05,4.033666550075472e-05,4.529141457272173e-05,4.135130965124638e-05,3.223588592134345e-05,2.8657896626910905e-05,2.5633862656628565e-05,2.9101609407637558e-05,1.5813169640587865e-05,1.936247086934443e-05,2.8277996873677333e-05,2.0172540739028325e-05,5.530231761583842e-05,3.6656872884450114e-05,4.336252411149007e-05,1.6016813985363698e-05,3.531352417710627e-05,1.9197603963674228e-05,2.1681834091066067e-05,2.9421035994979273e-05,3.679122573320319e-05,1.9153685162999332e-05,9.789286048416211e-06,1.10336449660741e-05,1.0249960942780626e-05,1.5499290875724804e-05,1.4594987195046188e-05,6.7350277298187e-06,6.599977941780148e-06,5.3317567213412335e-06
ACCO Brands,acco brands,0.9616553286171287,0.00964166096388019,0.003795926394186459,0.002299789411378502,0.0013122648285951554,0.0009237159121596505,0.0007226613429250782,0.001007938712566654,0.0005695346487580836,0.0005444705545638468,0.00073497948945393,0.000479908263503562,0.0008249129459644435,0.0003596307964510272,0.0007068736832248309,0.0005417823150333816,0.0005838007405183676,0.0006961032946222296,0.0005908386838867076,0.00033879180134515914,0.00027014716102757754,0.0004215439077068945,0.00036863898843027417,0.0002896026231827016,0.0002933001365236672,0.0002399451654808064,0.00020724583242606154,0.0003989075762495723,0.0002425659385056832,0.0003207733889675179,0.0004518505863264806,0.00018036800231296737,0.00010351007626719136,0.00030560852512847,0.00014551876262234182,0.0002318372025807882,0.0004026905294139404,0.00016556993581989923,0.0001939806955143207,0.00013988317143244004,0.0004331302138780974,0.00013921844420503827,0.0001900720302603472,0.0002333451804468592,0.00013235248336612734,0.0002507578813119434,0.00014374112893787694,0.00015136834326934728,0.00011941871928185699,0.0001436651345740167,6.865966724063009e-05,0.00014837312330707395,0.0001557495128521261,9.462843094433144e-05,0.0001392521690288165,0.00019781800844164752,0.00028061876792894467,0.00025255539867417143,0.0003046890727608223,9.438339340078628e-05,5.5613239485619925e-05,9.756482365173993e-05,6.41166036897234e-05,0.00014232137765152043,0.00012419703787494232,0.00014424014807068304,6.981403403618243e-05,8.316312544121451e-05,9.894972744457358e-05,8.245551068901809e-05,6.450156957227412e-05,8.947778083158756e-05,0.00010046877242777394,9.172853968318491e-05,7.150803120620023e-05,6.357107018251294e-05,5.686293391341216e-05,6.455534675701786e-05,3.507794483722908e-05,4.295126786751333e-05,6.272834839488347e-05,4.4748224888080433e-05,0.00012267569948280055,8.131499213450904e-05,9.618996465336837e-05,3.552968381523417e-05,7.833507647405714e-05,4.2585547878793284e-05,4.809625125782779e-05,6.526392248629842e-05,8.161302358072767e-05,4.2488123940240385e-05,2.1715319812975484e-05,2.4475648985646953e-05,2.273722300504233e-05,3.438167569892907e-05,3.2375682254987966e-05,1.4940137654464935e-05,1.4640560205871924e-05,1.1827297904696373e-05
Accuride Corporation,accuride corporation,0.9891695590076686,0.002717825421934379,0.0010728802003993102,0.0006500122152679221,0.0003708983805356478,0.00026107895939099306,0.00020425291901907602,0.00028488368203114536,0.00016097320775521705,0.0001538890950489522,0.00020773451854014455,0.00013564121651397218,0.00023315330036593804,0.0001016460070313917,0.00019979069669346633,0.00015312929133661095,0.00016500537429291724,0.0001967465552950255,0.00016699457779874725,9.575607584651708e-05,7.635436258601657e-05,0.0001191451216905174,0.00010419208137846824,8.185325217649138e-05,8.28983169227905e-05,6.781807403118696e-05,5.8575938289741836e-05,0.00011274719156556159,6.855880901813234e-05,9.066335384020904e-05,0.00012771099785703217,5.0979191471547264e-05,2.925607607553036e-05,8.637715846532581e-05,4.112940636529775e-05,6.552644032773759e-05,0.00011381640501374064,4.679666765643168e-05,5.482668151554676e-05,3.953656351822302e-05,0.00012241987393689886,3.934868509096592e-05,5.3721936816790554e-05,6.595265501872196e-05,3.740809070751401e-05,7.087417879264294e-05,4.062697618475296e-05,4.278273116796708e-05,3.375249311124105e-05,4.0605497146473946e-05,1.940596046830618e-05,4.1936162541614025e-05,4.402102443598396e-05,2.6745768860890345e-05,3.935821707128775e-05,5.59112592008892e-05,7.931405635871402e-05,7.13822288935885e-05,8.611728455366632e-05,2.6676511477707542e-05,1.5718519625066575e-05,2.7575710558680443e-05,1.8121909507719424e-05,4.022569784413267e-05,3.5103036529947184e-05,4.07680188951731e-05,1.973223056690575e-05,2.350521622944857e-05,2.796713960773114e-05,2.330521607710603e-05,1.8230716220578135e-05,2.5289989704203202e-05,2.8396482307430692e-05,2.5926143927682186e-05,2.0211021732606807e-05,1.7967719979856437e-05,1.6071733114700957e-05,1.8245915797901694e-05,9.914426302635332e-06,1.2139741420234474e-05,1.772953319052635e-05,1.2647633146277312e-05,3.4673045621407664e-05,2.298286004376547e-05,2.7187120569183597e-05,1.0042105755529217e-05,2.214061702352264e-05,1.203637436459907e-05,1.3593918935144582e-05,1.8446187560697e-05,2.30670956175174e-05,1.2008838473788555e-05,6.137615499509096e-06,6.917794620049256e-06,6.426446100423367e-06,9.717632873302254e-06,9.150659116549668e-06,4.2226787918662e-06,4.138006256180624e-06,3.3428661222756024e-06
Chubb Limited,chubb limited,0.6393895125906638,0.35788805454821015,0.00036003731327289353,0.00021813120560513124,0.0001244661392553744,8.76129199304616e-05,6.854322800016004e-05,9.560131265082288e-05,5.4019415409443896e-05,5.16421277078224e-05,6.971158373737014e-05,4.5518501641917574e-05,7.824162270346672e-05,3.41103836788147e-05,6.70457947016763e-05,5.1387152653656786e-05,5.5372530516221825e-05,6.602424123286848e-05,5.6040067754336354e-05,3.213383960762613e-05,2.562300949565102e-05,3.9982739440689395e-05,3.496479572499323e-05,2.7468327764578277e-05,2.7819030763216064e-05,2.2758400385050267e-05,1.96569229600195e-05,3.7835721002030106e-05,2.300697635322603e-05,3.0424823123082266e-05,4.285727756686288e-05,1.7107605419199583e-05,9.817758798579623e-06,2.8986460977538517e-05,1.380221292085694e-05,2.19893735717115e-05,3.819452782599784e-05,1.5704033392653454e-05,1.839874675799031e-05,1.326768645749085e-05,4.108168133559958e-05,1.320463818411664e-05,1.8028016351137503e-05,2.2132402767482412e-05,1.255341320324696e-05,2.3783968521177066e-05,1.3633607318623041e-05,1.4357035928782227e-05,1.1326667163476663e-05,1.36263993794413e-05,6.512255390665801e-06,1.4072944290569309e-05,1.4772582586369124e-05,8.975349492559143e-06,1.3207836927633403e-05,1.8762709515180425e-05,2.6616224016387973e-05,2.3954460057219027e-05,2.8899252447723054e-05,8.95210808857338e-06,5.274823388865771e-06,9.253861463363112e-06,6.081353359115874e-06,1.3498946267389331e-05,1.1779882745006956e-05,1.3680938454474202e-05,6.621745163763517e-06,7.887884310028813e-06,9.38521728771959e-06,7.820768226166134e-06,6.117866733628412e-06,8.486818884850333e-06,9.52929618116719e-06,8.70029962330241e-06,6.782417981526503e-06,6.029610412115137e-06,5.393354829537522e-06,6.122967410274788e-06,3.3270848016074117e-06,4.073856413050358e-06,5.949679650361112e-06,4.244294801616534e-06,1.1635586325530729e-05,7.712591935728759e-06,9.123458371076462e-06,3.3699314933103778e-06,7.429951885122401e-06,4.0391684795992766e-06,4.561849541549445e-06,6.190174641217669e-06,7.740859723357602e-06,4.029927980853522e-06,2.0596620140389673e-06,2.3214746510233825e-06,2.156587834374691e-06,3.26104483037718e-06,3.0707796842738325e-06,1.417047240217378e-06,1.388632816831311e-06,1.1217995605328315e-06
Acuity Brands,acuity brands,0.9864468111602067,0.0034014957472430075,0.00134254488269748,0.0008133905099492168,0.0004641223900059795,0.00032670024182317945,0.0002555911751459375,0.00035648819816103426,0.0002014332599737511,0.00019256858033952077,0.0002599478625179027,0.00016973416141873032,0.0002917555661670535,0.0001271943750464554,0.00025000738886056994,0.00019161780262407768,0.0002064788974544995,0.0002461981131788587,0.00020896808029752183,0.00011982403027830932,9.554576431319617e-05,0.0001490918309125413,0.00013038039626712367,0.00010242678055118666,0.00010373451866280328,8.486390951478348e-05,7.329879531049829e-05,0.00014108580344917698,8.579082564746014e-05,0.00011345127042481472,0.00015981071006525302,6.37926327749843e-05,3.66094883745842e-05,0.00010808775484798632,5.1467138665369416e-05,8.199628170274738e-05,0.0001424237599543489,5.8558846241527594e-05,6.860717597187386e-05,4.947394034506238e-05,0.000153189680671478,4.9238839332857365e-05,6.72247575606835e-05,8.252962396417661e-05,4.681048334494732e-05,8.868815550892116e-05,5.0838424417901374e-05,5.3536020869068616e-05,4.223606409072452e-05,5.081154669854685e-05,2.428358069373173e-05,5.247667018223191e-05,5.508555481486343e-05,3.346822422987329e-05,4.92507671430626e-05,6.996435846143154e-05,9.924936675407589e-05,8.932390222410794e-05,0.00010776256253842321,3.33815592458905e-05,1.9669314503897176e-05,3.4506768867861906e-05,2.2676788019532603e-05,5.033628617120061e-05,4.392606186960804e-05,5.1014917719809505e-05,2.469185763937605e-05,2.9413170039362017e-05,3.4996582238038424e-05,2.9162900548908265e-05,2.2812942918747176e-05,3.164654007868679e-05,3.553383872222257e-05,3.244258943912634e-05,2.5290991288377155e-05,2.2483843493643023e-05,2.0111306967586852e-05,2.2831962856618847e-05,1.2406382644410055e-05,1.5191022926217068e-05,2.2185789288682415e-05,1.5826571459523776e-05,4.338799425156131e-05,2.8759521455123063e-05,3.4020508144918846e-05,1.2566153880796107e-05,2.7705583600348884e-05,1.5061674923025197e-05,1.701070286857305e-05,2.308257222586179e-05,2.8864929345437408e-05,1.5027217982459796e-05,7.680283668146457e-06,8.656558079307064e-06,8.04171082943413e-06,1.2160125875567779e-05,1.1450645249972577e-05,5.284034323035116e-06,5.17807964193486e-06,4.183083819077112e-06
Acushnet Company,acushnet company,0.5851395141691007,0.002320973895256246,0.0009152968172100074,0.0005545391848736528,0.00031642126221954116,0.0002227319886114263,0.0001742524902769966,0.00024304030156147203,0.0001373296521485855,0.00013128604559256723,0.0001772227165513968,0.40573418620169044,0.00019890801757046575,8.671636095579574e-05,0.00017044567392332445,0.000130637840956702,0.00014076957880314762,0.0001678486524365271,0.00014246661043541644,8.169153594250576e-05,6.513952352809962e-05,0.00010164522621578533,8.88884708944891e-05,6.983074267688935e-05,7.072230954123519e-05,5.785703500580259e-05,4.997237330226806e-05,9.618701654981896e-05,5.848897170825176e-05,7.734682696037975e-05,0.00010895295655612955,4.349142773031946e-05,2.4958977998342874e-05,7.369018292574838e-05,3.508836748667637e-05,5.5901993767976e-05,9.709918518308806e-05,3.9923228098574334e-05,4.677380295757509e-05,3.37294795253408e-05,0.00010443898670015258,3.3569196460716303e-05,4.5831321862063296e-05,5.626560654596392e-05,3.1913634300047915e-05,6.046426269091272e-05,3.465973366067913e-05,3.649885388503697e-05,2.879496658327626e-05,3.464140943830401e-05,1.655563579731993e-05,3.577662826377856e-05,3.7555268092880085e-05,2.2817381757701242e-05,3.357732839496883e-05,4.769907914690646e-05,6.766450095719419e-05,6.0897690990005845e-05,7.346847898887362e-05,2.275829681758078e-05,1.3409801932279305e-05,2.352542259412687e-05,1.5460184733024906e-05,3.4317394611214795e-05,2.9947143771572765e-05,3.478006018352227e-05,1.6833983727214565e-05,2.0052797689016932e-05,2.3859359004394134e-05,1.9882173324044153e-05,1.5553010043750155e-05,2.1575425732963158e-05,2.4225640352852652e-05,2.211814237159827e-05,1.724245060909175e-05,1.532864238183701e-05,1.371113583959287e-05,1.5565977125016398e-05,8.45820701705915e-06,1.0356670464998823e-05,1.5125440188246949e-05,1.078996365110884e-05,2.958030942242703e-05,1.9607164566102435e-05,2.3193908245682167e-05,8.56713306193925e-06,1.8888629211011496e-05,1.0268485841035687e-05,1.1597260095222101e-05,1.5736833206617792e-05,1.967902771776106e-05,1.0244994389511904e-05,5.236129746827599e-06,5.901717074877208e-06,5.482537248464394e-06,8.290318375388199e-06,7.806621057815885e-06,3.6024566926939456e-06,3.530220759557041e-06,2.851869874205952e-06
Adams Funds,adams funds,0.574975351451051,0.0008393321477264566,0.00033132365957748476,0.0002007348312103664,0.00011453973027619762,8.06256245881898e-05,6.307677649814503e-05,8.797692794671358e-05,4.971126531032342e-05,4.752357077941195e-05,6.415195366526292e-05,4.1888315423238875e-05,7.20017059614881e-05,3.139001634952975e-05,6.169876632492823e-05,4.728893046594189e-05,5.0956466939378525e-05,6.075868366887438e-05,5.1570766825760316e-05,2.9571105389911623e-05,2.3579526239459478e-05,3.6794040681568784e-05,3.217628742614143e-05,2.5277676901648844e-05,2.5600410675760758e-05,2.094337509957602e-05,1.8089246339368648e-05,3.48182510062942e-05,2.117212666621359e-05,2.7998386188140632e-05,3.943932897933641e-05,1.5743241672872295e-05,9.034774047251725e-06,2.6674736132184064e-05,1.2701460450428014e-05,2.0235679622702115e-05,3.514844231040625e-05,1.445160715841243e-05,1.693141205863569e-05,1.2209563479045105e-05,3.7805339891018564e-05,1.2151543424194323e-05,1.6590248099826133e-05,2.0367301970781927e-05,1.155225486182563e-05,2.1887152245670425e-05,1.2546301462461791e-05,1.3212035278722504e-05,1.042334412872746e-05,1.2539668370002565e-05,5.99289076048341e-06,1.2950600483610342e-05,1.3594441307879734e-05,8.25954846966896e-06,1.2154487061892292e-05,1.7266348100586852e-05,2.449353003191423e-05,2.2044046760672246e-05,2.6594482646837725e-05,8.23816061141534e-06,4.854146290949375e-06,8.515848586354724e-06,5.596353977351341e-06,1.2422379883634863e-05,1.084041491421186e-05,0.4216925925450476,6.093648518003981e-06,7.258810683175742e-06,8.636728536371723e-06,7.197047233382758e-06,5.6299553414907006e-06,7.809979097843057e-06,8.769316866761898e-06,8.006434345412799e-06,6.24150737599852e-06,5.5487376278074716e-06,4.963224626029213e-06,5.634649229569797e-06,3.061743523676415e-06,3.74895869291292e-06,5.475181494815407e-06,3.905804299050227e-06,1.0707626405903452e-05,7.097498205807039e-06,8.39584538623096e-06,3.1011731110344336e-06,6.837399231456429e-06,3.717037187473006e-06,4.198033450508165e-06,5.696496557291704e-06,7.123511584143371e-06,3.7085336359023674e-06,1.8954000900125662e-06,2.136332676196243e-06,1.984595893662221e-06,3.0009703645070875e-06,2.8258792220805924e-06,1.304035054466593e-06,1.277886734850796e-06,1.0323339331973322e-06
Adams Resources & Energy,adams resources & energy,0.23396509564729784,0.5894559512361303,0.0004865305788324527,0.00029476806378772813,0.0001681952968336659,0.00011839429713436613,9.262477850116776e-05,0.00012918928196207336,7.299826012061509e-05,6.978575097535384e-05,9.420361706081952e-05,6.151068829553537e-05,0.00010573054675020008,4.609451327318117e-05,9.060124632097914e-05,6.94411945748972e-05,7.482677025514796e-05,8.922078662370311e-05,7.572883586579435e-05,4.34235425276655e-05,3.462523794564289e-05,5.403002590649966e-05,4.7249109122180734e-05,3.7118878833450904e-05,3.759279563772578e-05,3.0754194925007766e-05,2.6563063752732426e-05,5.112868739179948e-05,3.109010402448788e-05,4.111409084360781e-05,5.7914486341152065e-05,2.311808487681728e-05,1.3267068981551398e-05,3.917038350704725e-05,1.865139638035934e-05,2.9714983024354423e-05,5.161355516888523e-05,2.1221390602818884e-05,2.486284776599596e-05,1.7929072721015764e-05,5.551506319714888e-05,1.7843873460249206e-05,2.4361867248733066e-05,2.9908263206277712e-05,1.6963851153635044e-05,3.2140079777795536e-05,1.8423553936742087e-05,1.940114744572077e-05,1.5306107806463777e-05,1.8413813605134753e-05,8.800230609244829e-06,1.9017244822059043e-05,1.9962689675914495e-05,1.212869284062487e-05,1.784819603037563e-05,2.535468292974591e-05,3.59674022654673e-05,3.23704707474501e-05,3.9052535675930356e-05,1.20972859466246e-05,7.128046960749067e-06,1.2505055471307818e-05,8.217938143708743e-06,1.8241581911099707e-05,1.591855332555172e-05,1.8487514098851934e-05,8.948187836781522e-06,1.0659164418949593e-05,1.2682561032263142e-05,1.0568468188511892e-05,8.267279899637516e-06,1.1468524934176638e-05,1.287725970610217e-05,1.1757008664667756e-05,9.165310440876274e-06,8.148016152218501e-06,7.2882224989892515e-06,0.17290831183534705,4.49600203834533e-06,5.50513973318371e-06,8.040003014831992e-06,5.735458882859608e-06,1.5723560701444992e-05,1.042228591444659e-05,1.2328837369369433e-05,4.553902219651144e-06,1.0040344870133479e-05,5.458264757401097e-06,6.16458132582674e-06,8.36499201678966e-06,1.0460485130390046e-05,5.445777759421312e-06,2.783290828339497e-06,3.137087085344368e-06,2.9142699622609318e-06,4.406759995245034e-06,4.149648278617481e-06,1.9149037852509553e-06,1.8765064154573013e-06,1.5159256260416894e-06
