run_id,stage,model,topic_index,metric,score
20250921-205356,no_numeric,HDP2,31,u_mass,-20.509778778277997
20250921-205356,no_numeric,HDP2,32,u_mass,-16.460602622268524
20250921-205356,no_numeric,HDP2,33,u_mass,-15.611708538698492
20250921-205356,no_numeric,HDP2,34,u_mass,-20.26915125716712
20250921-205356,no_numeric,HDP2,35,u_mass,-18.998347085867874
20250921-205356,no_numeric,HDP2,36,u_mass,-19.05038820964512
20250921-205356,no_numeric,HDP2,37,u_mass,-17.310316347849007
20250921-205356,no_numeric,HDP2,38,u_mass,-20.196221437661862
20250921-205356,no_numeric,HDP2,39,u_mass,-20.76423066251973
20250921-205356,no_numeric,HDP2,40,u_mass,-19.98318684774328
20250921-205356,no_numeric,HDP2,41,u_mass,-19.027076260174645
20250921-205356,no_numeric,HDP2,42,u_mass,-18.987524061965473
20250921-205356,no_numeric,HDP2,43,u_mass,-20.053820410411586
20250921-205356,no_numeric,HDP2,44,u_mass,-17.626455417996414
20250921-205356,no_numeric,HDP2,45,u_mass,-18.63740715300224
20250921-205356,no_numeric,HDP2,46,u_mass,-15.326311199748504
20250921-205356,no_numeric,HDP2,47,u_mass,-19.424650636016707
20250921-205356,no_numeric,HDP2,48,u_mass,-18.59555520592479
20250921-205356,no_numeric,HDP2,49,u_mass,-20.675435564220958
20250921-205356,no_numeric,HDP2,50,u_mass,-17.565507212652314
20250921-205356,no_numeric,HDP2,51,u_mass,-19.49323654838455
20250921-205356,no_numeric,HDP2,52,u_mass,-16.30466120073666
20250921-205356,no_numeric,HDP2,53,u_mass,-19.695998288609445
20250921-205356,no_numeric,HDP2,54,u_mass,-20.005573931058763
20250921-205356,no_numeric,HDP2,55,u_mass,-20.33642402775659
20250921-205356,no_numeric,HDP2,56,u_mass,-18.443811903201052
20250921-205356,no_numeric,HDP2,57,u_mass,-18.50708372717506
20250921-205356,no_numeric,HDP2,58,u_mass,-16.689883680514274
20250921-205356,no_numeric,HDP2,59,u_mass,-19.63372750956247
20250921-205356,no_numeric,HDP2,60,u_mass,-19.69846118892827
20250921-205356,no_numeric,HDP2,61,u_mass,-19.2108635191224
20250921-205356,no_numeric,HDP2,62,u_mass,-17.866818647273593
20250921-205356,no_numeric,HDP2,63,u_mass,-20.33571246616281
20250921-205356,no_numeric,HDP2,64,u_mass,-16.553793667005785
20250921-205356,no_numeric,HDP2,65,u_mass,-19.355371072213266
20250921-205356,no_numeric,HDP2,66,u_mass,-15.091924705390477
20250921-205356,no_numeric,HDP2,67,u_mass,-18.202672796579133
20250921-205356,no_numeric,HDP2,68,u_mass,-15.900807433897214
20250921-205356,no_numeric,HDP2,69,u_mass,-17.834157489534892
20250921-205356,no_numeric,HDP2,70,u_mass,-16.805071030851728
20250921-205356,no_numeric,HDP2,71,u_mass,-20.51530281799761
20250921-205356,no_numeric,HDP2,72,u_mass,-17.644041109603943
20250921-205356,no_numeric,HDP2,73,u_mass,-20.00890084117126
20250921-205356,no_numeric,HDP2,74,u_mass,-20.27845588728143
20250921-205356,no_numeric,HDP2,75,u_mass,-16.77043938108691
20250921-205356,no_numeric,HDP2,76,u_mass,-19.27931614845728
20250921-205356,no_numeric,HDP2,77,u_mass,-18.20053223937363
20250921-205356,no_numeric,HDP2,78,u_mass,-20.593462081149866
20250921-205356,no_numeric,HDP2,79,u_mass,-20.80713834952311
20250921-205356,no_numeric,HDP2,80,u_mass,-19.639187265515393
20250921-205356,no_numeric,HDP2,81,u_mass,-19.670739044572464
20250921-205356,no_numeric,HDP2,82,u_mass,-20.56073404019205
20250921-205356,no_numeric,HDP2,83,u_mass,-16.898766474972714
20250921-205356,no_numeric,HDP2,84,u_mass,-18.34313594943312
20250921-205356,no_numeric,HDP2,85,u_mass,-19.184429877549753
20250921-205356,no_numeric,HDP2,86,u_mass,-17.20996713125828
20250921-205356,no_numeric,HDP2,87,u_mass,-17.69305513083252
20250921-205356,no_numeric,HDP2,88,u_mass,-20.548263323144333
20250921-205356,no_numeric,HDP2,89,u_mass,-16.79226271838372
20250921-205356,no_numeric,HDP2,90,u_mass,-19.610091127191254
20250921-205356,no_numeric,HDP2,91,u_mass,-18.93325862219735
20250921-205356,no_numeric,HDP2,92,u_mass,-15.71596951729494
20250921-205356,no_numeric,HDP2,93,u_mass,-19.540770904934675
20250921-205356,no_numeric,HDP2,94,u_mass,-19.839139481535618
20250921-205356,no_numeric,HDP2,95,u_mass,-21.031543719355412
20250921-205356,no_numeric,HDP2,96,u_mass,-17.796663993861504
20250921-205356,no_numeric,HDP2,97,u_mass,-18.787549985779673
20250921-205356,no_numeric,HDP2,98,u_mass,-15.597782995054326
20250921-205356,no_numeric,HDP2,99,u_mass,-15.626431489399671
20250921-205356,no_numeric,HDP2,0,c_npmi,-0.4325282848623812
20250921-205356,no_numeric,HDP2,1,c_npmi,-0.3610321813093151
20250921-205356,no_numeric,HDP2,2,c_npmi,-0.41313860940910874
20250921-205356,no_numeric,HDP2,3,c_npmi,-0.38071068175360084
20250921-205356,no_numeric,HDP2,4,c_npmi,-0.43389719855175907
20250921-205356,no_numeric,HDP2,5,c_npmi,-0.4363367567582664
20250921-205356,no_numeric,HDP2,6,c_npmi,-0.40732872994318786
20250921-205356,no_numeric,HDP2,7,c_npmi,-0.4358189567168326
20250921-205356,no_numeric,HDP2,8,c_npmi,-0.42925587715851815
20250921-205356,no_numeric,HDP2,9,c_npmi,-0.3626259152656001
20250921-205356,no_numeric,HDP2,10,c_npmi,-0.422850883915183
20250921-205356,no_numeric,HDP2,11,c_npmi,-0.4316935264105718
20250921-205356,no_numeric,HDP2,12,c_npmi,-0.43699529877521326
20250921-205356,no_numeric,HDP2,13,c_npmi,-0.4186112760390127
20250921-205356,no_numeric,HDP2,14,c_npmi,-0.4418562888273633
20250921-205356,no_numeric,HDP2,15,c_npmi,-0.44343736890213564
20250921-205356,no_numeric,HDP2,16,c_npmi,-0.43247229262541453
20250921-205356,no_numeric,HDP2,17,c_npmi,-0.41013819633781035
20250921-205356,no_numeric,HDP2,18,c_npmi,-0.4069536300500316
20250921-205356,no_numeric,HDP2,19,c_npmi,-0.4216429546652625
20250921-205356,no_numeric,HDP2,20,c_npmi,-0.4260888994322195
20250921-205356,no_numeric,HDP2,21,c_npmi,-0.4383614871702566
20250921-205356,no_numeric,HDP2,22,c_npmi,-0.4215552033375997
20250921-205356,no_numeric,HDP2,23,c_npmi,-0.42261539819203625
20250921-205356,no_numeric,HDP2,24,c_npmi,-0.4076399265835495
20250921-205356,no_numeric,HDP2,25,c_npmi,-0.4069738350991453
20250921-205356,no_numeric,HDP2,26,c_npmi,-0.4416444886463755
20250921-205356,no_numeric,HDP2,27,c_npmi,-0.42980067511432024
20250921-205356,no_numeric,HDP2,28,c_npmi,-0.44317044972219893
20250921-205356,no_numeric,HDP2,29,c_npmi,-0.4384593602478712
20250921-205356,no_numeric,HDP2,30,c_npmi,-0.38444692380936657
20250921-205356,no_numeric,HDP2,31,c_npmi,-0.42917060144155617
20250921-205356,no_numeric,HDP2,32,c_npmi,-0.41613131845979273
20250921-205356,no_numeric,HDP2,33,c_npmi,-0.42496436683403
20250921-205356,no_numeric,HDP2,34,c_npmi,-0.4243925479744438
20250921-205356,no_numeric,HDP2,35,c_npmi,-0.44033570339251393
20250921-205356,no_numeric,HDP2,36,c_npmi,-0.4318996965456083
20250921-205356,no_numeric,HDP2,37,c_npmi,-0.4344329272033514
20250921-205356,no_numeric,HDP2,38,c_npmi,-0.4247935557946987
20250921-205356,no_numeric,HDP2,39,c_npmi,-0.4141613150317246
20250921-205356,no_numeric,HDP2,40,c_npmi,-0.4380647843505977
20250921-205356,no_numeric,HDP2,41,c_npmi,-0.42364894316697216
20250921-205356,no_numeric,HDP2,42,c_npmi,-0.44902301216303525
20250921-205356,no_numeric,HDP2,43,c_npmi,-0.4288275590591239
20250921-205356,no_numeric,HDP2,44,c_npmi,-0.41923363517080137
20250921-205356,no_numeric,HDP2,45,c_npmi,-0.43417764852994856
20250921-205356,no_numeric,HDP2,46,c_npmi,-0.4269317581854528
20250921-205356,no_numeric,HDP2,47,c_npmi,-0.44126907928582454
20250921-205356,no_numeric,HDP2,48,c_npmi,-0.41577358972614636
20250921-205356,no_numeric,HDP2,49,c_npmi,-0.41905311601901607
20250921-205356,no_numeric,HDP2,50,c_npmi,-0.39542239946596314
20250921-205356,no_numeric,HDP2,51,c_npmi,-0.4342290656450313
20250921-205356,no_numeric,HDP2,52,c_npmi,-0.39812071575877084
20250921-205356,no_numeric,HDP2,53,c_npmi,-0.4476988937118615
20250921-205356,no_numeric,HDP2,54,c_npmi,-0.4280648344085358
20250921-205356,no_numeric,HDP2,55,c_npmi,-0.4211845160212038
20250921-205356,no_numeric,HDP2,56,c_npmi,-0.4080657407958736
20250921-205356,no_numeric,HDP2,57,c_npmi,-0.42870777596291004
20250921-205356,no_numeric,HDP2,58,c_npmi,-0.42027432159164074
20250921-205356,no_numeric,HDP2,59,c_npmi,-0.4322284492976236
20250921-205356,no_numeric,HDP2,60,c_npmi,-0.42237504151415506
20250921-205356,no_numeric,HDP2,61,c_npmi,-0.44801299008764534
20250921-205356,no_numeric,HDP2,62,c_npmi,-0.44810207778439093
20250921-205356,no_numeric,HDP2,63,c_npmi,-0.4356403348544357
20250921-205356,no_numeric,HDP2,64,c_npmi,-0.39665130683753225
20250921-205356,no_numeric,HDP2,65,c_npmi,-0.4340264943268292
20250921-205356,no_numeric,HDP2,66,c_npmi,-0.4280926139690341
20250921-205356,no_numeric,HDP2,67,c_npmi,-0.4252135238266548
20250921-205356,no_numeric,HDP2,68,c_npmi,-0.4433786117170173
20250921-205356,no_numeric,HDP2,69,c_npmi,-0.429507819945566
20250921-205356,no_numeric,HDP2,70,c_npmi,-0.39596253292035727
20250921-205356,no_numeric,HDP2,71,c_npmi,-0.4071846868734258
20250921-205356,no_numeric,HDP2,72,c_npmi,-0.4032372155506805
20250921-205356,no_numeric,HDP2,73,c_npmi,-0.40633579825504096
20250921-205356,no_numeric,HDP2,74,c_npmi,-0.4173518267116378
20250921-205356,no_numeric,HDP2,75,c_npmi,-0.4118978890619908
20250921-205356,no_numeric,HDP2,76,c_npmi,-0.44252605114590843
20250921-205356,no_numeric,HDP2,77,c_npmi,-0.4254663488738716
20250921-205356,no_numeric,HDP2,78,c_npmi,-0.4285119545754143
20250921-205356,no_numeric,HDP2,79,c_npmi,-0.4113522570271492
20250921-205356,no_numeric,HDP2,80,c_npmi,-0.4284928549520744
20250921-205356,no_numeric,HDP2,81,c_npmi,-0.44134727085253683
20250921-205356,no_numeric,HDP2,82,c_npmi,-0.4290461471928977
20250921-205356,no_numeric,HDP2,83,c_npmi,-0.424480964015068
20250921-205356,no_numeric,HDP2,84,c_npmi,-0.42191005405263277
20250921-205356,no_numeric,HDP2,85,c_npmi,-0.4416724439858224
20250921-205356,no_numeric,HDP2,86,c_npmi,-0.4279488019607518
20250921-205356,no_numeric,HDP2,87,c_npmi,-0.43872234436007185
20250921-205356,no_numeric,HDP2,88,c_npmi,-0.4055623575928087
20250921-205356,no_numeric,HDP2,89,c_npmi,-0.4194381868830642
20250921-205356,no_numeric,HDP2,90,c_npmi,-0.4261904254473597
20250921-205356,no_numeric,HDP2,91,c_npmi,-0.4360135735321891
20250921-205356,no_numeric,HDP2,92,c_npmi,-0.41791209493850795
20250921-205356,no_numeric,HDP2,93,c_npmi,-0.44701212135103746
20250921-205356,no_numeric,HDP2,94,c_npmi,-0.42605733405696017
20250921-205356,no_numeric,HDP2,95,c_npmi,-0.42108231502192
20250921-205356,no_numeric,HDP2,96,c_npmi,-0.406091919911453
20250921-205356,no_numeric,HDP2,97,c_npmi,-0.42795892619490994
20250921-205356,no_numeric,HDP2,98,c_npmi,-0.39676571262383775
20250921-205356,no_numeric,HDP2,99,c_npmi,-0.37837390400547405
20250921-205356,no_numeric,HDP2,0,c_uci,-12.045141698378503
20250921-205356,no_numeric,HDP2,1,c_uci,-10.169818550723338
20250921-205356,no_numeric,HDP2,2,c_uci,-11.650242924721251
20250921-205356,no_numeric,HDP2,3,c_uci,-10.672551712396562
20250921-205356,no_numeric,HDP2,4,c_uci,-12.131610065440464
20250921-205356,no_numeric,HDP2,5,c_uci,-12.137242037235653
20250921-205356,no_numeric,HDP2,6,c_uci,-11.462900650349287
20250921-205356,no_numeric,HDP2,7,c_uci,-12.134442518487337
20250921-205356,no_numeric,HDP2,8,c_uci,-11.888987183777887
20250921-205356,no_numeric,HDP2,9,c_uci,-10.285863452120468
20250921-205356,no_numeric,HDP2,10,c_uci,-11.737784795700682
20250921-205356,no_numeric,HDP2,11,c_uci,-12.053395099357807
20250921-205356,no_numeric,HDP2,12,c_uci,-12.19538688689055
20250921-205356,no_numeric,HDP2,13,c_uci,-11.753592470283305
20250921-205356,no_numeric,HDP2,14,c_uci,-12.2089404467947
20250921-205356,no_numeric,HDP2,15,c_uci,-12.320988382778328
20250921-205356,no_numeric,HDP2,16,c_uci,-12.083477343599169
20250921-205356,no_numeric,HDP2,17,c_uci,-11.54306561601032
20250921-205356,no_numeric,HDP2,18,c_uci,-11.51349382778827
20250921-205356,no_numeric,HDP2,19,c_uci,-11.803711731345754
20250921-205356,no_numeric,HDP2,20,c_uci,-11.993640233014931
20250921-205356,no_numeric,HDP2,21,c_uci,-12.227627943137763
20250921-205356,no_numeric,HDP2,22,c_uci,-11.810812130390179
20250921-205356,no_numeric,HDP2,23,c_uci,-11.813556876982569
20250921-205356,no_numeric,HDP2,24,c_uci,-11.399054937714348
20250921-205356,no_numeric,HDP2,25,c_uci,-11.469309542044597
20250921-205356,no_numeric,HDP2,26,c_uci,-12.350754973394679
20250921-205356,no_numeric,HDP2,27,c_uci,-11.957594544093652
20250921-205356,no_numeric,HDP2,28,c_uci,-12.316414750242853
20250921-205356,no_numeric,HDP2,29,c_uci,-12.175478827639024
20250921-205356,no_numeric,HDP2,30,c_uci,-10.989277826472735
20250921-205356,no_numeric,HDP2,31,c_uci,-11.880729117083039
20250921-205356,no_numeric,HDP2,32,c_uci,-11.585499802155
20250921-205356,no_numeric,HDP2,33,c_uci,-11.897164267449007
20250921-205356,no_numeric,HDP2,34,c_uci,-11.761267188479067
20250921-205356,no_numeric,HDP2,35,c_uci,-12.225992744866772
20250921-205356,no_numeric,HDP2,36,c_uci,-12.06268639227397
20250921-205356,no_numeric,HDP2,37,c_uci,-12.143718974581555
20250921-205356,no_numeric,HDP2,38,c_uci,-11.865326444821745
20250921-205356,no_numeric,HDP2,39,c_uci,-11.494436628462077
20250921-205356,no_numeric,HDP2,40,c_uci,-12.259897232125793
20250921-205356,no_numeric,HDP2,41,c_uci,-11.857580798712005
20250921-205356,no_numeric,HDP2,42,c_uci,-12.445638708051678
20250921-205356,no_numeric,HDP2,43,c_uci,-11.92322349604886
20250921-205356,no_numeric,HDP2,44,c_uci,-11.815233490178407
20250921-205356,no_numeric,HDP2,45,c_uci,-12.111153590972505
20250921-205356,no_numeric,HDP2,46,c_uci,-11.888417694051402
20250921-205356,no_numeric,HDP2,47,c_uci,-12.257226223815941
20250921-205356,no_numeric,HDP2,48,c_uci,-11.722038598941607
20250921-205356,no_numeric,HDP2,49,c_uci,-11.578865497417087
20250921-205356,no_numeric,HDP2,50,c_uci,-11.254113368714393
20250921-205356,no_numeric,HDP2,51,c_uci,-12.033206370524423
20250921-205356,no_numeric,HDP2,52,c_uci,-11.043181644635947
20250921-205356,no_numeric,HDP2,53,c_uci,-12.399102834752801
20250921-205356,no_numeric,HDP2,54,c_uci,-11.99839515372521
20250921-205356,no_numeric,HDP2,55,c_uci,-11.738321047440781
20250921-205356,no_numeric,HDP2,56,c_uci,-11.416654746787303
20250921-205356,no_numeric,HDP2,57,c_uci,-11.996489901797034
20250921-205356,no_numeric,HDP2,58,c_uci,-11.688157392367904
20250921-205356,no_numeric,HDP2,59,c_uci,-11.999459458675645
20250921-205356,no_numeric,HDP2,60,c_uci,-11.82146627110067
20250921-205356,no_numeric,HDP2,61,c_uci,-12.483065777581329
20250921-205356,no_numeric,HDP2,62,c_uci,-12.531273219389911
20250921-205356,no_numeric,HDP2,63,c_uci,-12.094895383913203
20250921-205356,no_numeric,HDP2,64,c_uci,-11.125476967214713
20250921-205356,no_numeric,HDP2,65,c_uci,-12.096344066474666
20250921-205356,no_numeric,HDP2,66,c_uci,-12.013501327523755
20250921-205356,no_numeric,HDP2,67,c_uci,-11.947153478972325
20250921-205356,no_numeric,HDP2,68,c_uci,-12.44751314440797
20250921-205356,no_numeric,HDP2,69,c_uci,-11.9329931159347
20250921-205356,no_numeric,HDP2,70,c_uci,-11.077889604708174
20250921-205356,no_numeric,HDP2,71,c_uci,-11.284361131397514
20250921-205356,no_numeric,HDP2,72,c_uci,-11.362211719148812
20250921-205356,no_numeric,HDP2,73,c_uci,-11.41288926615209
20250921-205356,no_numeric,HDP2,74,c_uci,-11.628361013587954
20250921-205356,no_numeric,HDP2,75,c_uci,-11.532052687579222
20250921-205356,no_numeric,HDP2,76,c_uci,-12.286401047719105
20250921-205356,no_numeric,HDP2,77,c_uci,-11.859936308655927
20250921-205356,no_numeric,HDP2,78,c_uci,-11.950747794548073
20250921-205356,no_numeric,HDP2,79,c_uci,-11.421917721940243
20250921-205356,no_numeric,HDP2,80,c_uci,-11.92129076075134
20250921-205356,no_numeric,HDP2,81,c_uci,-12.276977060338146
20250921-205356,no_numeric,HDP2,82,c_uci,-11.939077485643098
20250921-205356,no_numeric,HDP2,83,c_uci,-11.864440608101521
20250921-205356,no_numeric,HDP2,84,c_uci,-11.80503551722699
20250921-205356,no_numeric,HDP2,85,c_uci,-12.33563147797019
20250921-205356,no_numeric,HDP2,86,c_uci,-12.063152610647235
20250921-205356,no_numeric,HDP2,87,c_uci,-12.182814360649402
20250921-205356,no_numeric,HDP2,88,c_uci,-11.307024083177241
20250921-205356,no_numeric,HDP2,89,c_uci,-11.636686751364428
20250921-205356,no_numeric,HDP2,90,c_uci,-11.819095693606103
20250921-205356,no_numeric,HDP2,91,c_uci,-12.086681368679606
20250921-205356,no_numeric,HDP2,92,c_uci,-11.588065354482273
20250921-205356,no_numeric,HDP2,93,c_uci,-12.38515706878032
20250921-205356,no_numeric,HDP2,94,c_uci,-11.907524070828238
20250921-205356,no_numeric,HDP2,95,c_uci,-11.724429995103304
20250921-205356,no_numeric,HDP2,96,c_uci,-11.520693758501334
20250921-205356,no_numeric,HDP2,97,c_uci,-11.84665592370201
20250921-205356,no_numeric,HDP2,98,c_uci,-11.121979773029278
20250921-205356,no_numeric,HDP2,99,c_uci,-10.681545569091996
20250921-205356,no_stopwords,LDA,0,c_v,0.6264079001644874
20250921-205356,no_stopwords,LDA,1,c_v,0.7698247860720213
20250921-205356,no_stopwords,LDA,2,c_v,0.3622664001687365
20250921-205356,no_stopwords,LDA,3,c_v,0.4924825149843726
20250921-205356,no_stopwords,LDA,4,c_v,0.3427678952709776
20250921-205356,no_stopwords,LDA,5,c_v,0.21348443972377873
20250921-205356,no_stopwords,LDA,6,c_v,0.6496801987050895
20250921-205356,no_stopwords,LDA,7,c_v,0.3521441853266694
20250921-205356,no_stopwords,LDA,8,c_v,0.5684816864198025
20250921-205356,no_stopwords,LDA,9,c_v,0.35077174109963105
20250921-205356,no_stopwords,LDA,10,c_v,0.3583821526872606
20250921-205356,no_stopwords,LDA,11,c_v,0.3186722591575069
20250921-205356,no_stopwords,LDA,12,c_v,0.6170745989449083
20250921-205356,no_stopwords,LDA,13,c_v,0.5843179182658061
20250921-205356,no_stopwords,LDA,14,c_v,0.503652063951731
20250921-205356,no_stopwords,LDA,15,c_v,0.6950798886704695
20250921-205356,no_stopwords,LDA,16,c_v,0.6310128669150434
20250921-205356,no_stopwords,LDA,17,c_v,0.4000381946765702
20250921-205356,no_stopwords,LDA,18,c_v,0.4004342005474598
20250921-205356,no_stopwords,LDA,19,c_v,0.33544683239898276
20250921-205356,no_stopwords,LDA,20,c_v,0.27927780570295585
20250921-205356,no_stopwords,LDA,21,c_v,0.38818831386366753
20250921-205356,no_stopwords,LDA,22,c_v,0.7141565127603308
20250921-205356,no_stopwords,LDA,23,c_v,0.4462422350018921
20250921-205356,no_stopwords,LDA,24,c_v,0.2874126558214224
20250921-205356,no_stopwords,LDA,0,u_mass,-2.3264518754677175
20250921-205356,no_stopwords,LDA,1,u_mass,-2.4424449565020048
20250921-205356,no_stopwords,LDA,2,u_mass,-3.1240197873684097
20250921-205356,no_stopwords,LDA,3,u_mass,-2.616842378469426
20250921-205356,no_stopwords,LDA,4,u_mass,-6.220938375297244
20250921-205356,no_stopwords,LDA,5,u_mass,-5.725721042728031
20250921-205356,no_stopwords,LDA,6,u_mass,-1.9661748003610706
20250921-205356,no_stopwords,LDA,7,u_mass,-3.2573645520826426
20250921-205356,no_stopwords,LDA,8,u_mass,-2.87824827590333
20250921-205356,no_stopwords,LDA,9,u_mass,-3.144894394068523
20250921-205356,no_stopwords,LDA,10,u_mass,-4.886078451192019
20250921-205356,no_stopwords,LDA,11,u_mass,-7.091819691403512
20250921-205356,no_stopwords,LDA,12,u_mass,-2.653524532865059
20250921-205356,no_stopwords,LDA,13,u_mass,-3.4927987603161457
20250921-205356,no_stopwords,LDA,14,u_mass,-2.768733696034639
20250921-205356,no_stopwords,LDA,15,u_mass,-3.773356610706423
20250921-205356,no_stopwords,LDA,16,u_mass,-2.535647157551527
20250921-205356,no_stopwords,LDA,17,u_mass,-3.6774506396052837
20250921-205356,no_stopwords,LDA,18,u_mass,-4.263935548315782
20250921-205356,no_stopwords,LDA,19,u_mass,-7.381305646236548
20250921-205356,no_stopwords,LDA,20,u_mass,-4.199896300437471
20250921-205356,no_stopwords,LDA,21,u_mass,-6.690060984977761
20250921-205356,no_stopwords,LDA,22,u_mass,-2.391725869059227
20250921-205356,no_stopwords,LDA,23,u_mass,-2.6741381432511657
20250921-205356,no_stopwords,LDA,24,u_mass,-5.386009235860775
20250921-205356,no_stopwords,LDA,0,c_npmi,0.08284759127469031
20250921-205356,no_stopwords,LDA,1,c_npmi,0.07648098444684101
20250921-205356,no_stopwords,LDA,2,c_npmi,-0.12623546461253604
20250921-205356,no_stopwords,LDA,3,c_npmi,0.02181702645218848
20250921-205356,no_stopwords,LDA,4,c_npmi,-0.10843848331938405
20250921-205356,no_stopwords,LDA,5,c_npmi,-0.14491381301319364
20250921-205356,no_stopwords,LDA,6,c_npmi,0.09130725506400665
20250921-205356,no_stopwords,LDA,7,c_npmi,-0.038760871658313184
20250921-205356,no_stopwords,LDA,8,c_npmi,-0.006595338928040155
20250921-205356,no_stopwords,LDA,9,c_npmi,0.04411018192121486
20250921-205356,no_stopwords,LDA,10,c_npmi,-0.06156759588682017
20250921-205356,no_stopwords,LDA,11,c_npmi,-0.21613423286484507
20250921-205356,no_stopwords,LDA,12,c_npmi,0.08399705297645924
20250921-205356,no_stopwords,LDA,13,c_npmi,0.03906253573324126
20250921-205356,no_stopwords,LDA,14,c_npmi,0.02736246118789084
20250921-205356,no_stopwords,LDA,15,c_npmi,0.03597542690046078
20250921-205356,no_stopwords,LDA,16,c_npmi,0.03313822755250473
20250921-205356,no_stopwords,LDA,17,c_npmi,-0.02598090813147041
20250921-205356,no_stopwords,LDA,18,c_npmi,-0.08866645563926742
20250921-205356,no_stopwords,LDA,19,c_npmi,-0.20120425595739083
20250921-205356,no_stopwords,LDA,20,c_npmi,-0.07582361060618065
20250921-205356,no_stopwords,LDA,21,c_npmi,-0.14423479998752864
20250921-205356,no_stopwords,LDA,22,c_npmi,0.04991309952483342
20250921-205356,no_stopwords,LDA,23,c_npmi,-0.02830075399306923
20250921-205356,no_stopwords,LDA,24,c_npmi,-0.14545231887283247
20250921-205356,no_stopwords,LDA,0,c_uci,0.14351054163374571
20250921-205356,no_stopwords,LDA,1,c_uci,-0.8539772801442892
20250921-205356,no_stopwords,LDA,2,c_uci,-4.05354400950358
20250921-205356,no_stopwords,LDA,3,c_uci,-0.9136083593893607
20250921-205356,no_stopwords,LDA,4,c_uci,-4.276133828025221
20250921-205356,no_stopwords,LDA,5,c_uci,-5.150386121564435
20250921-205356,no_stopwords,LDA,6,c_uci,0.29953403557266695
20250921-205356,no_stopwords,LDA,7,c_uci,-1.7542319278754845
20250921-205356,no_stopwords,LDA,8,c_uci,-2.090040828558793
20250921-205356,no_stopwords,LDA,9,c_uci,-0.4179792694701009
20250921-205356,no_stopwords,LDA,10,c_uci,-2.3589475276278806
20250921-205356,no_stopwords,LDA,11,c_uci,-6.545142589229221
20250921-205356,no_stopwords,LDA,12,c_uci,0.03065015161385726
20250921-205356,no_stopwords,LDA,13,c_uci,-1.8087490957899541
20250921-205356,no_stopwords,LDA,14,c_uci,-0.877535371915931
20250921-205356,no_stopwords,LDA,15,c_uci,-1.5826223667175061
20250921-205356,no_stopwords,LDA,16,c_uci,-0.9084270477040812
20250921-205356,no_stopwords,LDA,17,c_uci,-2.1275123407498593
20250921-205356,no_stopwords,LDA,18,c_uci,-3.4848279849657304
20250921-205356,no_stopwords,LDA,19,c_uci,-6.485936593574444
20250921-205356,no_stopwords,LDA,20,c_uci,-2.8567456799286424
20250921-205356,no_stopwords,LDA,21,c_uci,-5.324357522347955
20250921-205356,no_stopwords,LDA,22,c_uci,-0.708410684982933
20250921-205356,no_stopwords,LDA,23,c_uci,-1.8986353823690962
20250921-205356,no_stopwords,LDA,24,c_uci,-4.893684066013616
20250921-205356,no_stopwords,HDP1,0,c_v,0.6652929866150877
20250921-205356,no_stopwords,HDP1,1,c_v,0.7055697726728047
20250921-205356,no_stopwords,HDP1,2,c_v,0.7063002402050735
20250921-205356,no_stopwords,HDP1,3,c_v,0.6849238519694792
20250921-205356,no_stopwords,HDP1,4,c_v,0.6106048526573801
20250921-205356,no_stopwords,HDP1,5,c_v,0.7239607822608255
20250921-205356,no_stopwords,HDP1,6,c_v,0.7263851476355979
20250921-205356,no_stopwords,HDP1,7,c_v,0.7133412429466095
20250921-205356,no_stopwords,HDP1,8,c_v,0.6929550808576217
20250921-205356,no_stopwords,HDP1,9,c_v,0.7007525926076618
20250921-205356,no_stopwords,HDP1,10,c_v,0.7662734261485965
20250921-205356,no_stopwords,HDP1,11,c_v,0.7352307668736865
20250921-205356,no_stopwords,HDP1,12,c_v,0.7304780379830422
20250921-205356,no_stopwords,HDP1,13,c_v,0.7362906956209245
20250921-205356,no_stopwords,HDP1,14,c_v,0.7332204448222631
20250921-205356,no_stopwords,HDP1,15,c_v,0.7228485865125756
20250921-205356,no_stopwords,HDP1,16,c_v,0.7065531762956437
20250921-205356,no_stopwords,HDP1,17,c_v,0.7325770006409384
20250921-205356,no_stopwords,HDP1,18,c_v,0.7471556100510801
20250921-205356,no_stopwords,HDP1,19,c_v,0.7217582607791974
20250921-205356,no_stopwords,HDP1,20,c_v,0.7369682417716981
20250921-205356,no_stopwords,HDP1,21,c_v,0.689670213894267
20250921-205356,no_stopwords,HDP1,22,c_v,0.7273558819618564
20250921-205356,no_stopwords,HDP1,23,c_v,0.6981068013254227
20250921-205356,no_stopwords,HDP1,24,c_v,0.6886186879258798
20250921-205356,no_stopwords,HDP1,0,u_mass,-18.631788996294556
20250921-205356,no_stopwords,HDP1,1,u_mass,-18.981887896886263
20250921-205356,no_stopwords,HDP1,2,u_mass,-18.532989128531565
20250921-205356,no_stopwords,HDP1,3,u_mass,-18.942297347354142
20250921-205356,no_stopwords,HDP1,4,u_mass,-15.758215875446874
20250921-205356,no_stopwords,HDP1,5,u_mass,-19.22095255278932
20250921-205356,no_stopwords,HDP1,6,u_mass,-19.888004040491996
20250921-205356,no_stopwords,HDP1,7,u_mass,-19.036802491337177
20250921-205356,no_stopwords,HDP1,8,u_mass,-18.472656631356617
20250921-205356,no_stopwords,HDP1,9,u_mass,-18.788211812004857
